,combo,target_feature,before_rmse,before_r2,before_mape,after_rmse,after_r2,after_mape,n_worst_trees
3322,"(2, 11, 15)",OD,13.979293350907174,0.07512415373596226,3.3835258966558546,12.11289594296092,0.19860578036820398,3.554858296538154,20
3323,"(2, 11, 15)",OD,13.979293350907174,0.07512415373596226,3.3835258966558546,11.763504511250156,0.22172166240668523,3.605724612235926,25
3324,"(2, 11, 15)",OD,13.979293350907174,0.07512415373596226,3.3835258966558546,11.578307585061797,0.2339743678571251,3.66333343458448,30
3325,"(2, 11, 15)",growth_rate,0.021318259421894564,0.10439758771907615,3.15802886431385,0.020945449122135567,0.12005973898478495,3.1019773304705534,10
3326,"(2, 11, 15)",growth_rate,0.021318259421894564,0.10439758771907615,3.15802886431385,0.020814971557324008,0.12554123817668228,3.1034275748477045,15
3327,"(2, 11, 15)",growth_rate,0.021318259421894564,0.10439758771907615,3.15802886431385,0.020687502855624058,0.13089633187704064,3.10066105507958,20
3328,"(2, 11, 15)",growth_rate,0.021318259421894564,0.10439758771907615,3.15802886431385,0.020568447671926195,0.13589796487175154,3.100946094422178,25
3329,"(2, 11, 15)",growth_rate,0.021318259421894564,0.10439758771907615,3.15802886431385,0.020497780998216728,0.13886674586787107,3.1272522474174718,30
3330,"(2, 11, 15)",product_titer,6849219.323083828,-423.335921177182,6.168961032568604e+18,6090755.499214931,-376.3461212891463,5.854675579385556e+18,10
3331,"(2, 11, 15)",product_titer,6849219.323083828,-423.335921177182,6.168961032568604e+18,5683378.439476585,-351.1075193760904,5.615693930936129e+18,15
3332,"(2, 11, 15)",product_titer,6849219.323083828,-423.335921177182,6.168961032568604e+18,5266676.6087339595,-325.29121143447566,5.326115337898827e+18,20
3333,"(2, 11, 15)",product_titer,6849219.323083828,-423.335921177182,6.168961032568604e+18,4963667.643135897,-306.5186210884992,5.262204787755381e+18,25
3334,"(2, 11, 15)",product_titer,6849219.323083828,-423.335921177182,6.168961032568604e+18,4722635.255797328,-291.58572212727915,5.215529837942074e+18,30
3335,"(2, 11, 15)",production_rate,1705.5839398850076,-122.69811022902019,7.330970713439862e+16,1459.4099053216464,-104.84424672172524,7.481591504246174e+16,10
3336,"(2, 11, 15)",production_rate,1705.5839398850076,-122.69811022902019,7.330970713439862e+16,1350.9407173543927,-96.97747848132408,7.18112606104346e+16,15
3337,"(2, 11, 15)",production_rate,1705.5839398850076,-122.69811022902019,7.330970713439862e+16,1234.2012216574562,-88.51090309379231,6.914439623229943e+16,20
3338,"(2, 11, 15)",production_rate,1705.5839398850076,-122.69811022902019,7.330970713439862e+16,1130.3167204601675,-80.97664096826163,6.681683899231984e+16,25
3339,"(2, 11, 15)",production_rate,1705.5839398850076,-122.69811022902019,7.330970713439862e+16,1024.0548373674828,-73.26995833566815,6.42280119877228e+16,30
3340,"(2, 11, 20)",OD,11.401458230624979,0.17013629637329575,1.3459768326535588,11.388476726419407,0.1710811649103522,1.3781184683834515,10
3341,"(2, 11, 20)",OD,11.401458230624979,0.17013629637329575,1.3459768326535588,11.53904887571564,0.16012165789375232,1.406807703126849,15
3342,"(2, 11, 20)",OD,11.401458230624979,0.17013629637329575,1.3459768326535588,11.707487357368322,0.14786173645299372,1.431232300430806,20
3343,"(2, 11, 20)",OD,11.401458230624979,0.17013629637329575,1.3459768326535588,11.789841186693135,0.14186755111030136,1.452120304495189,25
3344,"(2, 11, 20)",OD,11.401458230624979,0.17013629637329575,1.3459768326535588,11.953118060007066,0.129983321210574,1.4764942893806143,30
3345,"(2, 11, 20)",growth_rate,0.026448748581791616,-0.19618672245890312,1.1504513342739158,0.02598983170523747,-0.17543147679014215,1.1103375424773587,10
3346,"(2, 11, 20)",growth_rate,0.026448748581791616,-0.19618672245890312,1.1504513342739158,0.025868442294198445,-0.16994144760093688,1.0959946495000519,15
3347,"(2, 11, 20)",growth_rate,0.026448748581791616,-0.19618672245890312,1.1504513342739158,0.025697009663562722,-0.16218813420962475,1.0840226374989415,20
3348,"(2, 11, 20)",growth_rate,0.026448748581791616,-0.19618672245890312,1.1504513342739158,0.02548345081125378,-0.1525295954396133,1.0592988665565535,25
3349,"(2, 11, 20)",growth_rate,0.026448748581791616,-0.19618672245890312,1.1504513342739158,0.025390610778229527,-0.1483307572801129,1.0427245577358755,30
3350,"(2, 11, 20)",product_titer,3606020.763455649,-0.003763571031107471,2.782593735665207e+17,2723625.171243597,0.24185801819460084,2.6101380513422934e+17,10
3351,"(2, 11, 20)",product_titer,3606020.763455649,-0.003763571031107471,2.782593735665207e+17,2408809.0544271176,0.3294895018611096,2.6050888808389747e+17,15
3352,"(2, 11, 20)",product_titer,3606020.763455649,-0.003763571031107471,2.782593735665207e+17,2175318.0180974235,0.3944835248587619,2.6050181080632765e+17,20
3353,"(2, 11, 20)",product_titer,3606020.763455649,-0.003763571031107471,2.782593735665207e+17,2003373.6438583494,0.4423455618314852,2.574700179184043e+17,25
3354,"(2, 11, 20)",product_titer,3606020.763455649,-0.003763571031107471,2.782593735665207e+17,1854150.9515974005,0.4838828441401949,2.4610839994735e+17,30
3355,"(2, 11, 20)",production_rate,335.24270356668137,0.7041033527347158,2880627753685171.5,271.84675918012215,0.7600587760582487,2651517928265516.5,10
3356,"(2, 11, 20)",production_rate,335.24270356668137,0.7041033527347158,2880627753685171.5,258.18068364218607,0.7721209205581216,2555310773488860.5,15
3357,"(2, 11, 20)",production_rate,335.24270356668137,0.7041033527347158,2880627753685171.5,255.63979249922653,0.774363597765616,2547755613029744.0,20
3358,"(2, 11, 20)",production_rate,335.24270356668137,0.7041033527347158,2880627753685171.5,268.0183555400003,0.7634378557203507,2488561873852728.0,25
3359,"(2, 11, 20)",production_rate,335.24270356668137,0.7041033527347158,2880627753685171.5,277.4271609760515,0.7551333230528853,2446140824642301.5,30
3360,"(2, 11, 3)",OD,16.94980578972834,-0.35182506870055197,1.0723009461928212,14.162365726561514,-0.12951388698939215,0.9324212578946932,10
3361,"(2, 11, 3)",OD,16.94980578972834,-0.35182506870055197,1.0723009461928212,12.95810356397854,-0.03346843367489161,0.889987643427595,15
3362,"(2, 11, 3)",OD,16.94980578972834,-0.35182506870055197,1.0723009461928212,12.058078138644726,0.0383127387779183,0.8544813061341237,20
3363,"(2, 11, 3)",OD,16.94980578972834,-0.35182506870055197,1.0723009461928212,11.297419605763094,0.09897875974752235,0.8329930532952655,25
3364,"(2, 11, 3)",OD,16.94980578972834,-0.35182506870055197,1.0723009461928212,10.848599399103772,0.13477423812811307,0.8105081383452463,30
3365,"(2, 11, 3)",growth_rate,0.02112853287357559,-0.7317657604230516,0.4007821454514599,0.020883056411834137,-0.7116456823287838,0.40554475746416047,10
3366,"(2, 11, 3)",growth_rate,0.02112853287357559,-0.7317657604230516,0.4007821454514599,0.020897792690620316,-0.7128535174014154,0.40970225264043486,15
3367,"(2, 11, 3)",growth_rate,0.02112853287357559,-0.7317657604230516,0.4007821454514599,0.02087988616062962,-0.7113858378558726,0.41590166059825123,20
3368,"(2, 11, 3)",growth_rate,0.02112853287357559,-0.7317657604230516,0.4007821454514599,0.020929227823314904,-0.7154300468178487,0.4245162672263066,25
3369,"(2, 11, 3)",growth_rate,0.02112853287357559,-0.7317657604230516,0.4007821454514599,0.021124917792829503,-0.7314694562217758,0.4300820644029412,30
3370,"(2, 11, 3)",product_titer,3290208.359059483,-288.65889324790624,5.111608469574991e+18,2534053.4097297858,-222.08955117457435,4.202675171114716e+18,10
3371,"(2, 11, 3)",product_titer,3290208.359059483,-288.65889324790624,5.111608469574991e+18,2285693.932649038,-200.2248169668592,3.799260278476976e+18,15
3372,"(2, 11, 3)",product_titer,3290208.359059483,-288.65889324790624,5.111608469574991e+18,2173223.7301018136,-190.32331808351515,3.7826092984848205e+18,20
3373,"(2, 11, 3)",product_titer,3290208.359059483,-288.65889324790624,5.111608469574991e+18,1992860.355317945,-174.44473234638363,3.6166692553270907e+18,25
3374,"(2, 11, 3)",product_titer,3290208.359059483,-288.65889324790624,5.111608469574991e+18,1893853.8474262669,-165.72853192057192,3.511942960879853e+18,30
3375,"(2, 11, 3)",production_rate,460.0813591498964,-44.16182896841883,6.071298941403002e+16,324.75239091606477,-30.877866042510174,5.111508225874627e+16,10
3376,"(2, 11, 3)",production_rate,460.0813591498964,-44.16182896841883,6.071298941403002e+16,312.9571491700316,-29.720038889156736,5.2267900099478376e+16,15
3377,"(2, 11, 3)",production_rate,460.0813591498964,-44.16182896841883,6.071298941403002e+16,313.03442697562014,-29.727624519327655,5.387682679011386e+16,20
3378,"(2, 11, 3)",production_rate,460.0813591498964,-44.16182896841883,6.071298941403002e+16,331.8443337565402,-31.574014893676747,5.639797118055607e+16,25
3379,"(2, 11, 3)",production_rate,460.0813591498964,-44.16182896841883,6.071298941403002e+16,350.5399982736491,-33.409191187132095,5.813517848522689e+16,30
3380,"(2, 11, 16)",OD,12.678205783417722,-0.06422458544760712,0.7217099834523597,12.032944100905198,-0.010060505899751826,0.7062849156911275,10
3381,"(2, 11, 16)",OD,12.678205783417722,-0.06422458544760712,0.7217099834523597,12.010463610060032,-0.008173465141851688,0.7099826857164919,15
3382,"(2, 11, 16)",OD,12.678205783417722,-0.06422458544760712,0.7217099834523597,12.128799322729154,-0.01810671412915399,0.7182379910708896,20
3383,"(2, 11, 16)",OD,12.678205783417722,-0.06422458544760712,0.7217099834523597,12.337514691836189,-0.03562654548060551,0.7349331943325965,25
3384,"(2, 11, 16)",OD,12.678205783417722,-0.06422458544760712,0.7217099834523597,12.690648223087392,-0.06526901952807695,0.7534255619462561,30
3385,"(2, 11, 16)",growth_rate,0.028841470115112185,-0.5106607818145676,0.4945759307305341,0.028526998446812328,-0.49418936012918424,0.48551648146246434,10
3386,"(2, 11, 16)",growth_rate,0.028841470115112185,-0.5106607818145676,0.4945759307305341,0.028543490735894864,-0.49505319453914653,0.490880010958697,15
3387,"(2, 11, 16)",growth_rate,0.028841470115112185,-0.5106607818145676,0.4945759307305341,0.028532454578425147,-0.4944751418183635,0.4960252542132207,20
3388,"(2, 11, 16)",growth_rate,0.028841470115112185,-0.5106607818145676,0.4945759307305341,0.0284945187139335,-0.49248813413522385,0.5022406732370265,25
3389,"(2, 11, 16)",growth_rate,0.028841470115112185,-0.5106607818145676,0.4945759307305341,0.028515373090299705,-0.49358044629475994,0.5086534641709876,30
3390,"(2, 11, 16)",product_titer,1686772.221611617,-100.13293949480807,1.2671736268257874e+18,1407386.7833235818,-83.381969645946,1.3106634789037565e+18,10
3391,"(2, 11, 16)",product_titer,1686772.221611617,-100.13293949480807,1.2671736268257874e+18,1332883.322737962,-78.91500375984653,1.3339006090788178e+18,15
3392,"(2, 11, 16)",product_titer,1686772.221611617,-100.13293949480807,1.2671736268257874e+18,1262590.626902689,-74.70050054254583,1.3514184427561032e+18,20
3393,"(2, 11, 16)",product_titer,1686772.221611617,-100.13293949480807,1.2671736268257874e+18,1173128.9968273337,-69.33669533779008,1.2767665003038252e+18,25
3394,"(2, 11, 16)",product_titer,1686772.221611617,-100.13293949480807,1.2671736268257874e+18,1083395.6254221043,-63.95659747708453,1.1944284603256653e+18,30
3395,"(2, 11, 16)",production_rate,508.17033173669466,-34.96361993226236,1.2087702982007004e+16,399.0504908433857,-27.24112170702304,1.266047557145321e+16,10
3396,"(2, 11, 16)",production_rate,508.17033173669466,-34.96361993226236,1.2087702982007004e+16,353.7906877750966,-24.038049323410572,1.2745747423609546e+16,15
3397,"(2, 11, 16)",production_rate,508.17033173669466,-34.96361993226236,1.2087702982007004e+16,330.4100405350022,-22.383382258847,1.2908989791928488e+16,20
3398,"(2, 11, 16)",production_rate,508.17033173669466,-34.96361993226236,1.2087702982007004e+16,318.8047955836971,-21.562069811850787,1.3161059083708374e+16,25
3399,"(2, 11, 16)",production_rate,508.17033173669466,-34.96361993226236,1.2087702982007004e+16,309.95831290132224,-20.93599717231086,1.341312837548826e+16,30
3400,"(2, 11, 17)",OD,13.3164509333656,-0.11779968840149868,0.5725751713032964,13.520830332216383,-0.13495555294035055,0.5699899850076032,10
3401,"(2, 11, 17)",OD,13.3164509333656,-0.11779968840149868,0.5725751713032964,13.482596688540351,-0.131746172663175,0.5634906369797077,15
3402,"(2, 11, 17)",OD,13.3164509333656,-0.11779968840149868,0.5725751713032964,13.870984236140146,-0.16434791331152554,0.5664481747631814,20
3403,"(2, 11, 17)",OD,13.3164509333656,-0.11779968840149868,0.5725751713032964,14.009827873457121,-0.17600262336197758,0.5676022715374411,25
3404,"(2, 11, 17)",OD,13.3164509333656,-0.11779968840149868,0.5725751713032964,14.072783480908324,-0.18128719646213898,0.5680414476709795,30
3405,"(2, 11, 17)",growth_rate,0.026619562966132167,-0.3942815550483567,0.5292257437309705,0.025218511435213954,-0.32089716817029657,0.4618526511652507,10
3406,"(2, 11, 17)",growth_rate,0.026619562966132167,-0.3942815550483567,0.5292257437309705,0.024562484136762295,-0.2865357189232487,0.42885959034153237,15
3407,"(2, 11, 17)",growth_rate,0.026619562966132167,-0.3942815550483567,0.5292257437309705,0.02400006254647094,-0.2570771567935135,0.402067878774708,20
3408,"(2, 11, 17)",growth_rate,0.026619562966132167,-0.3942815550483567,0.5292257437309705,0.023438847346493968,-0.22768178307020226,0.381177230865111,25
3409,"(2, 11, 17)",growth_rate,0.026619562966132167,-0.3942815550483567,0.5292257437309705,0.02298289844350372,-0.20380005569952164,0.363895356170682,30
3410,"(2, 11, 17)",product_titer,2908781.6739443825,-171.8070202476744,9.646840066642733e+17,2406070.9503217037,-141.94161543783633,1.0067189554122403e+18,10
3411,"(2, 11, 17)",product_titer,2908781.6739443825,-171.8070202476744,9.646840066642733e+17,2219765.6083199065,-130.87345198784547,1.0275074258971498e+18,15
3412,"(2, 11, 17)",product_titer,2908781.6739443825,-171.8070202476744,9.646840066642733e+17,2065402.054150125,-121.7029095336405,1.0501834281858144e+18,20
3413,"(2, 11, 17)",product_titer,2908781.6739443825,-171.8070202476744,9.646840066642733e+17,1846769.8610842638,-108.71424897091993,1.0376632149499859e+18,25
3414,"(2, 11, 17)",product_titer,2908781.6739443825,-171.8070202476744,9.646840066642733e+17,1746076.869998917,-102.73220641848285,1.059300226491029e+18,30
3415,"(2, 11, 17)",production_rate,1549.3594320817256,-107.85738560090434,1.6739782659678364e+16,1279.1055876936805,-88.8694565642259,1.7408257897207454e+16,10
3416,"(2, 11, 17)",production_rate,1549.3594320817256,-107.85738560090434,1.6739782659678364e+16,1187.2953775334017,-82.41890723230667,1.7579703688541116e+16,15
3417,"(2, 11, 17)",production_rate,1549.3594320817256,-107.85738560090434,1.6739782659678364e+16,1091.83636785165,-75.71199467810034,1.7175684099289104e+16,20
3418,"(2, 11, 17)",production_rate,1549.3594320817256,-107.85738560090434,1.6739782659678364e+16,988.130506838286,-68.42566158608346,1.652424356996736e+16,25
3419,"(2, 11, 17)",production_rate,1549.3594320817256,-107.85738560090434,1.6739782659678364e+16,888.6542053550356,-61.43649568662238,1.5956201760457388e+16,30
3420,"(2, 11, 47)",OD,16.822200389275825,-0.3093453449685917,0.6535791728787489,16.281841667711188,-0.26728686508358934,0.633784723968682,10
3421,"(2, 11, 47)",OD,16.822200389275825,-0.3093453449685917,0.6535791728787489,16.11386529640644,-0.25421253029128743,0.6316444145280625,15
3422,"(2, 11, 47)",OD,16.822200389275825,-0.3093453449685917,0.6535791728787489,15.9470750362163,-0.24123051570862408,0.6284328740431459,20
3423,"(2, 11, 47)",OD,16.822200389275825,-0.3093453449685917,0.6535791728787489,15.849174019842955,-0.2336104519185238,0.6245183233650783,25
3424,"(2, 11, 47)",OD,16.822200389275825,-0.3093453449685917,0.6535791728787489,15.70020375929062,-0.22201544575528098,0.6205962072339534,30
3425,"(2, 11, 47)",growth_rate,0.026374486540569498,-0.2843000480026243,0.4800314068581712,0.02554511491019697,-0.2439139717443808,0.4494028911748071,10
3426,"(2, 11, 47)",growth_rate,0.026374486540569498,-0.2843000480026243,0.4800314068581712,0.025218440832815638,-0.22800664658691439,0.43933893729463075,15
3427,"(2, 11, 47)",growth_rate,0.026374486540569498,-0.2843000480026243,0.4800314068581712,0.024998846042673332,-0.21731352469098408,0.4330578041369473,20
3428,"(2, 11, 47)",growth_rate,0.026374486540569498,-0.2843000480026243,0.4800314068581712,0.024694253039613118,-0.20248143278088127,0.4239179051142895,25
3429,"(2, 11, 47)",growth_rate,0.026374486540569498,-0.2843000480026243,0.4800314068581712,0.024395388146170264,-0.18792826995799383,0.4161491847340239,30
3430,"(2, 11, 47)",product_titer,4076980.19288539,-224.70201163923093,1.7062580859235748e+18,2642593.652569493,-145.29423620228124,1.707584073612519e+18,10
3431,"(2, 11, 47)",product_titer,4076980.19288539,-224.70201163923093,1.7062580859235748e+18,2247915.6274715834,-123.44482315635892,1.6963654401407526e+18,15
3432,"(2, 11, 47)",product_titer,4076980.19288539,-224.70201163923093,1.7062580859235748e+18,1913102.6905162807,-104.9095470896461,1.665477726634875e+18,20
3433,"(2, 11, 47)",product_titer,4076980.19288539,-224.70201163923093,1.7062580859235748e+18,1718419.4360289078,-94.13186358582347,1.679838385117712e+18,25
3434,"(2, 11, 47)",product_titer,4076980.19288539,-224.70201163923093,1.7062580859235748e+18,1459902.2030382408,-79.82032495455363,1.5297102371701396e+18,30
3435,"(2, 11, 47)",production_rate,1929.61594279198,-127.61638390080267,2.076037423287393e+16,1297.5491782546126,-85.48668345841774,2.017578642689344e+16,10
3436,"(2, 11, 47)",production_rate,1929.61594279198,-127.61638390080267,2.076037423287393e+16,1068.7575851457416,-70.23683672985605,1.890376117824713e+16,15
3437,"(2, 11, 47)",production_rate,1929.61594279198,-127.61638390080267,2.076037423287393e+16,884.3959805050866,-57.94842099220337,1.8852044178432228e+16,20
3438,"(2, 11, 47)",production_rate,1929.61594279198,-127.61638390080267,2.076037423287393e+16,705.3645775363578,-46.01528386170876,1.815483734383556e+16,25
3439,"(2, 11, 47)",production_rate,1929.61594279198,-127.61638390080267,2.076037423287393e+16,553.7807041627792,-35.91163099554428,1.7653368154587914e+16,30
3440,"(2, 11, 49)",OD,15.783085423227854,-0.09542596851494944,0.6376087677899447,15.52242139509311,-0.0773345663702023,0.6307434114437654,10
3441,"(2, 11, 49)",OD,15.783085423227854,-0.09542596851494944,0.6376087677899447,15.36364990804137,-0.06631502200910733,0.6275101737349625,15
3442,"(2, 11, 49)",OD,15.783085423227854,-0.09542596851494944,0.6376087677899447,15.31051426074187,-0.0626271392951192,0.6223772917137436,20
3443,"(2, 11, 49)",OD,15.783085423227854,-0.09542596851494944,0.6376087677899447,15.15057435941196,-0.05152650107259138,0.6100555628830453,25
3444,"(2, 11, 49)",OD,15.783085423227854,-0.09542596851494944,0.6376087677899447,15.042413992800972,-0.044019624490943654,0.5995946993126514,30
3445,"(2, 11, 49)",growth_rate,0.03176102523287156,-0.45456945522889636,0.4341577620616184,0.031130666517208947,-0.4257007229723824,0.4197565699675958,10
3446,"(2, 11, 49)",growth_rate,0.03176102523287156,-0.45456945522889636,0.4341577620616184,0.030796673764052134,-0.4104047539837332,0.41493146101448203,15
3447,"(2, 11, 49)",growth_rate,0.03176102523287156,-0.45456945522889636,0.4341577620616184,0.03049176160575506,-0.3964405979549217,0.4094423716209859,20
3448,"(2, 11, 49)",growth_rate,0.03176102523287156,-0.45456945522889636,0.4341577620616184,0.030221938446937047,-0.38408342364293313,0.40496426772897,25
3449,"(2, 11, 49)",growth_rate,0.03176102523287156,-0.45456945522889636,0.4341577620616184,0.02998744203480089,-0.3733441192296423,0.4008820545145455,30
3450,"(2, 11, 49)",product_titer,4132763.821739474,-210.7933956250453,2.0383626718726356e+18,2765013.8100125133,-140.6997653464289,2.0812413301457562e+18,10
3451,"(2, 11, 49)",product_titer,4132763.821739474,-210.7933956250453,2.0383626718726356e+18,2407294.7547640833,-122.36759427187668,2.079644089806484e+18,15
3452,"(2, 11, 49)",product_titer,4132763.821739474,-210.7933956250453,2.0383626718726356e+18,2055420.162855736,-104.33493674075297,1.9747547605127985e+18,20
3453,"(2, 11, 49)",product_titer,4132763.821739474,-210.7933956250453,2.0383626718726356e+18,1747295.832568446,-88.5443663135344,1.8335530165669763e+18,25
3454,"(2, 11, 49)",product_titer,4132763.821739474,-210.7933956250453,2.0383626718726356e+18,1489942.0261664083,-75.35565316999535,1.680722713698431e+18,30
3455,"(2, 11, 49)",production_rate,1745.9730279225967,-110.19670022241935,2.751411554016152e+16,1389.4640159650598,-87.49152374188634,2.8113159267265964e+16,10
3456,"(2, 11, 49)",production_rate,1745.9730279225967,-110.19670022241935,2.751411554016152e+16,1262.7988594727583,-79.4245334677819,2.7373371118551292e+16,15
3457,"(2, 11, 49)",production_rate,1745.9730279225967,-110.19670022241935,2.751411554016152e+16,1148.219223575475,-72.12724008426177,2.667372780179198e+16,20
3458,"(2, 11, 49)",production_rate,1745.9730279225967,-110.19670022241935,2.751411554016152e+16,1040.241839290449,-65.25042776292315,2.5972763769971708e+16,25
3459,"(2, 11, 49)",production_rate,1745.9730279225967,-110.19670022241935,2.751411554016152e+16,936.4001734069749,-58.63700910915389,2.5213879475775364e+16,30
3460,"(2, 11, 53)",OD,10.040738246628733,0.24801261755429793,0.8653773293673128,9.85557787207855,0.2618799510083303,0.9487428451240674,10
3461,"(2, 11, 53)",OD,10.040738246628733,0.24801261755429793,0.8653773293673128,9.971942796670806,0.253164958853047,0.9825831871234483,15
3462,"(2, 11, 53)",OD,10.040738246628733,0.24801261755429793,0.8653773293673128,10.388601886149184,0.22195984520771772,1.0501308723279124,20
3463,"(2, 11, 53)",OD,10.040738246628733,0.24801261755429793,0.8653773293673128,10.516279604964451,0.21239759677436487,1.0709040617637722,25
3464,"(2, 11, 53)",OD,10.040738246628733,0.24801261755429793,0.8653773293673128,10.502662132265689,0.2134174588003176,1.072232812402912,30
3465,"(2, 11, 53)",growth_rate,0.027806271815726025,-0.2101152134365174,0.6307625558692971,0.027124404706218574,-0.1804406936653955,0.5801809645070625,10
3466,"(2, 11, 53)",growth_rate,0.027806271815726025,-0.2101152134365174,0.6307625558692971,0.02686874136161837,-0.16931435120319605,0.576583817458695,15
3467,"(2, 11, 53)",growth_rate,0.027806271815726025,-0.2101152134365174,0.6307625558692971,0.02651025005024532,-0.15371298642289544,0.5693223082322448,20
3468,"(2, 11, 53)",growth_rate,0.027806271815726025,-0.2101152134365174,0.6307625558692971,0.02640102760984256,-0.14895967977121782,0.5653629701468333,25
3469,"(2, 11, 53)",growth_rate,0.027806271815726025,-0.2101152134365174,0.6307625558692971,0.026522338047121712,-0.15423905007562233,0.5562626285336049,30
3470,"(2, 11, 53)",product_titer,2940256.6536802985,-124.96732256082058,6.845623619462122e+17,2095125.5554574318,-88.75997259265827,6.915685212775904e+17,10
3471,"(2, 11, 53)",product_titer,2940256.6536802985,-124.96732256082058,6.845623619462122e+17,1850220.0400798619,-78.26765995257784,7.001568773487666e+17,15
3472,"(2, 11, 53)",product_titer,2940256.6536802985,-124.96732256082058,6.845623619462122e+17,1645493.9902951748,-69.4967275519826,7.07419393465145e+17,20
3473,"(2, 11, 53)",product_titer,2940256.6536802985,-124.96732256082058,6.845623619462122e+17,1493741.720363094,-62.99531308806361,6.866407066072498e+17,25
3474,"(2, 11, 53)",product_titer,2940256.6536802985,-124.96732256082058,6.845623619462122e+17,1379367.5537009917,-58.095262091999565,6.371245092096758e+17,30
3475,"(2, 11, 53)",production_rate,550.6649717511342,-36.357038672825624,1.0050855331124438e+16,368.04637134258684,-23.968217033880798,9788546343855372.0,10
3476,"(2, 11, 53)",production_rate,550.6649717511342,-36.357038672825624,1.0050855331124438e+16,312.1270008204859,-20.174654351818138,9692434914284302.0,15
3477,"(2, 11, 53)",production_rate,550.6649717511342,-36.357038672825624,1.0050855331124438e+16,264.7074091715793,-16.95771554155659,9475765712037184.0,20
3478,"(2, 11, 53)",production_rate,550.6649717511342,-36.357038672825624,1.0050855331124438e+16,224.88403379462454,-14.256103036028113,9377334224214430.0,25
3479,"(2, 11, 53)",production_rate,550.6649717511342,-36.357038672825624,1.0050855331124438e+16,191.36768369878186,-11.982358289343527,9278746927450568.0,30
3480,"(2, 11, 55)",OD,10.778627315339234,0.2472739767158061,0.9889618400499451,10.467722375768872,0.2689860400366302,0.9480604280296525,10
3481,"(2, 11, 55)",OD,10.778627315339234,0.2472739767158061,0.9889618400499451,10.38732350023769,0.2746006998708175,0.9399194213777585,15
3482,"(2, 11, 55)",OD,10.778627315339234,0.2472739767158061,0.9889618400499451,10.47744886565923,0.2683067900874958,0.9485740232781744,20
3483,"(2, 11, 55)",OD,10.778627315339234,0.2472739767158061,0.9889618400499451,10.720167974765456,0.25135648793607,0.9714470411499042,25
3484,"(2, 11, 55)",OD,10.778627315339234,0.2472739767158061,0.9889618400499451,10.869461641758333,0.24093055660276042,0.9824984413652079,30
3485,"(2, 11, 55)",growth_rate,0.029766403209774434,-0.3044602614291565,0.5008035641595604,0.02892273277803847,-0.26748788877847085,0.48699931881657393,10
3486,"(2, 11, 55)",growth_rate,0.029766403209774434,-0.3044602614291565,0.5008035641595604,0.028793729841370727,-0.2618345619957618,0.4852766544590984,15
3487,"(2, 11, 55)",growth_rate,0.029766403209774434,-0.3044602614291565,0.5008035641595604,0.02844599367672424,-0.24659563624963154,0.4752061803726791,20
3488,"(2, 11, 55)",growth_rate,0.029766403209774434,-0.3044602614291565,0.5008035641595604,0.028118528761258702,-0.23224506234163633,0.47026995308783714,25
3489,"(2, 11, 55)",growth_rate,0.029766403209774434,-0.3044602614291565,0.5008035641595604,0.028334082252572865,-0.24169131493890372,0.46751702440461657,30
3490,"(2, 11, 55)",product_titer,6163878.297480324,-4.732731254644725,1.1356432972277434e+18,5684956.52711193,-4.287308799979616,9.74332546938291e+17,10
3491,"(2, 11, 55)",product_titer,6163878.297480324,-4.732731254644725,1.1356432972277434e+18,5540113.433970974,-4.152597099489357,9.411760456816722e+17,15
3492,"(2, 11, 55)",product_titer,6163878.297480324,-4.732731254644725,1.1356432972277434e+18,5473904.383022338,-4.09101919716952,9.248922700012115e+17,20
3493,"(2, 11, 55)",product_titer,6163878.297480324,-4.732731254644725,1.1356432972277434e+18,5419248.955600865,-4.040186772859143,8.607728389428407e+17,25
3494,"(2, 11, 55)",product_titer,6163878.297480324,-4.732731254644725,1.1356432972277434e+18,5369437.572283957,-3.993859564534044,8.107328160160799e+17,30
3495,"(2, 11, 55)",production_rate,4486.889102254684,-20.04860066855199,3.614372141032975e+16,4413.545215799245,-19.70453462584449,3.401160314820347e+16,10
3496,"(2, 11, 55)",production_rate,4486.889102254684,-20.04860066855199,3.614372141032975e+16,4387.1191486334055,-19.580566388088275,3.2824693815511988e+16,15
3497,"(2, 11, 55)",production_rate,4486.889102254684,-20.04860066855199,3.614372141032975e+16,4362.210935029633,-19.46371860567945,3.1638383087807828e+16,20
3498,"(2, 11, 55)",production_rate,4486.889102254684,-20.04860066855199,3.614372141032975e+16,4337.770201853958,-19.349063836876958,3.0451723173861056e+16,25
3499,"(2, 11, 55)",production_rate,4486.889102254684,-20.04860066855199,3.614372141032975e+16,4314.683889412607,-19.24076283803051,2.92654124461569e+16,30
3500,"(2, 11, 43)",OD,18.21046013458742,-0.2931707760136979,0.4408817351993004,17.70798748641292,-0.25748892395926615,0.43157710229443563,10
3501,"(2, 11, 43)",OD,18.21046013458742,-0.2931707760136979,0.4408817351993004,17.50357176425857,-0.24297284714989065,0.42801161246258845,15
3502,"(2, 11, 43)",OD,18.21046013458742,-0.2931707760136979,0.4408817351993004,17.31811517115805,-0.2298031059877137,0.42473120937860004,20
3503,"(2, 11, 43)",OD,18.21046013458742,-0.2931707760136979,0.4408817351993004,17.229430200747448,-0.2235053622097405,0.42249401934941944,25
